id,goal,domain,roadmap
673,Startup PM - Path Variant 1,Business & Entrepreneurship,Idea Validation: Landing page smoke tests; Pre-sales; Customer interviews | Financials: P&L basics; Cash runway; Unit economics | Legal & Ops: Hiring basics; Contracts basics; Company formation; Capstone: Build a Startup PM portfolio project integrating core skills | Marketing: Paid channels basics; Content strategy; Capstone: Build a Startup PM portfolio project integrating core skills; Funnel design | Growth: Lifecycle campaigns; Referral systems; Retention loops | Scale: Partnerships; Enterprise sales; International regs
674,Startup PM - Path Variant 2,Business & Entrepreneurship,Idea Validation: Pre-sales; Customer interviews; Landing page smoke tests | Financials: Unit economics; P&L basics; Cash runway | Legal & Ops: Contracts basics; Hiring basics; Company formation | Marketing: Content strategy; Funnel design; Paid channels basics | Growth: Capstone: Build a Startup PM portfolio project integrating core skills; Retention loops; Lifecycle campaigns; Referral systems | Scale: Partnerships; Enterprise sales; International regs
675,Startup PM - Path Variant 3,Business & Entrepreneurship,Idea Validation: Landing page smoke tests; Pre-sales; Customer interviews | Financials: Unit economics; P&L basics; Cash runway | Legal & Ops: Company formation; Hiring basics; Contracts basics | Marketing: Paid channels basics; Content strategy; Funnel design; Capstone: Build a Startup PM portfolio project integrating core skills | Growth: Referral systems; Lifecycle campaigns; Retention loops | Scale: International regs; Partnerships; Enterprise sales
676,Startup PM - Path Variant 4,Business & Entrepreneurship,Idea Validation: Landing page smoke tests; Pre-sales; Customer interviews | Financials: Unit economics; Cash runway; P&L basics | Legal & Ops: Contracts basics; Company formation; Hiring basics | Marketing: Funnel design; Content strategy; Paid channels basics | Growth: Lifecycle campaigns; Referral systems; Retention loops | Scale: Partnerships; International regs; Enterprise sales
677,Startup PM - Path Variant 5,Business & Entrepreneurship,Idea Validation: Landing page smoke tests; Customer interviews; Pre-sales | Financials: P&L basics; Cash runway; Unit economics | Legal & Ops: Company formation; Hiring basics; Contracts basics | Marketing: Funnel design; Paid channels basics; Content strategy | Growth: Retention loops; Referral systems; Lifecycle campaigns | Scale: International regs; Partnerships; Enterprise sales
678,Startup PM - Path Variant 6,Business & Entrepreneurship,Idea Validation: Landing page smoke tests; Customer interviews; Pre-sales | Financials: P&L basics; Cash runway; Unit economics | Legal & Ops: Contracts basics; Company formation; Hiring basics | Marketing: Funnel design; Paid channels basics; Content strategy | Growth: Referral systems; Retention loops; Lifecycle campaigns | Scale: Partnerships; International regs; Enterprise sales
679,Startup PM - Path Variant 7,Business & Entrepreneurship,Idea Validation: Customer interviews; Pre-sales; Landing page smoke tests | Financials: Unit economics; P&L basics; Cash runway | Legal & Ops: Company formation; Contracts basics; Hiring basics | Marketing: Content strategy; Paid channels basics; Funnel design | Growth: Retention loops; Referral systems; Lifecycle campaigns | Scale: International regs; Enterprise sales; Partnerships
680,Startup PM - Path Variant 8,Business & Entrepreneurship,Idea Validation: Customer interviews; Landing page smoke tests; Pre-sales | Financials: P&L basics; Unit economics; Cash runway | Legal & Ops: Contracts basics; Company formation; Capstone: Build a Startup PM portfolio project integrating core skills; Hiring basics | Marketing: Funnel design; Content strategy; Paid channels basics | Growth: Retention loops; Referral systems; Lifecycle campaigns | Scale: International regs; Partnerships; Enterprise sales
681,Startup PM - Path Variant 9,Business & Entrepreneurship,Idea Validation: Customer interviews; Landing page smoke tests; Pre-sales | Financials: P&L basics; Cash runway; Unit economics | Legal & Ops: Hiring basics; Company formation; Contracts basics | Marketing: Funnel design; Content strategy; Paid channels basics | Growth: Retention loops; Lifecycle campaigns; Capstone: Build a Startup PM portfolio project integrating core skills; Referral systems | Scale: International regs; Enterprise sales; Partnerships
682,Startup PM - Path Variant 10,Business & Entrepreneurship,Idea Validation: Pre-sales; Customer interviews; Landing page smoke tests | Financials: Unit economics; P&L basics; Cash runway | Legal & Ops: Company formation; Hiring basics; Contracts basics | Marketing: Content strategy; Paid channels basics; Funnel design | Growth: Lifecycle campaigns; Retention loops; Referral systems | Scale: Partnerships; Capstone: Build a Startup PM portfolio project integrating core skills; Enterprise sales; International regs
683,Startup PM - Path Variant 11,Business & Entrepreneurship,Idea Validation: Pre-sales; Customer interviews; Landing page smoke tests | Financials: Unit economics; Cash runway; P&L basics | Legal & Ops: Contracts basics; Company formation; Hiring basics | Marketing: Funnel design; Content strategy; Capstone: Build a Startup PM portfolio project integrating core skills; Paid channels basics | Growth: Referral systems; Lifecycle campaigns; Retention loops | Scale: International regs; Enterprise sales; Partnerships
684,Startup PM - Path Variant 12,Business & Entrepreneurship,Idea Validation: Pre-sales; Customer interviews; Landing page smoke tests | Financials: Cash runway; Capstone: Build a Startup PM portfolio project integrating core skills; Unit economics; P&L basics | Legal & Ops: Hiring basics; Company formation; Contracts basics | Marketing: Content strategy; Paid channels basics; Funnel design | Growth: Capstone: Build a Startup PM portfolio project integrating core skills; Retention loops; Referral systems; Lifecycle campaigns | Scale: Enterprise sales; Partnerships; International regs; Capstone: Build a Startup PM portfolio project integrating core skills
685,Growth Marketer - Path Variant 1,Business & Entrepreneurship,Idea Validation: Landing page smoke tests; Pre-sales; Customer interviews | Financials: P&L basics; Unit economics; Cash runway | Legal & Ops: Company formation; Capstone: Build a Growth Marketer portfolio project integrating core skills; Contracts basics; Hiring basics | Marketing: Content strategy; Paid channels basics; Funnel design | Growth: Retention loops; Lifecycle campaigns; Referral systems | Scale: International regs; Enterprise sales; Partnerships
686,Growth Marketer - Path Variant 2,Business & Entrepreneurship,Idea Validation: Pre-sales; Customer interviews; Landing page smoke tests | Financials: P&L basics; Unit economics; Cash runway | Legal & Ops: Company formation; Hiring basics; Contracts basics | Marketing: Funnel design; Content strategy; Paid channels basics | Growth: Retention loops; Lifecycle campaigns; Referral systems | Scale: Enterprise sales; International regs; Partnerships
687,Growth Marketer - Path Variant 3,Business & Entrepreneurship,Idea Validation: Landing page smoke tests; Customer interviews; Pre-sales | Financials: Unit economics; Cash runway; P&L basics | Legal & Ops: Contracts basics; Hiring basics; Company formation; Capstone: Build a Growth Marketer portfolio project integrating core skills | Marketing: Funnel design; Paid channels basics; Content strategy | Growth: Lifecycle campaigns; Retention loops; Referral systems | Scale: Partnerships; International regs; Enterprise sales
688,Growth Marketer - Path Variant 4,Business & Entrepreneurship,Idea Validation: Landing page smoke tests; Customer interviews; Pre-sales | Financials: P&L basics; Cash runway; Unit economics | Legal & Ops: Hiring basics; Contracts basics; Company formation | Marketing: Funnel design; Paid channels basics; Content strategy | Growth: Retention loops; Referral systems; Lifecycle campaigns; Capstone: Build a Growth Marketer portfolio project integrating core skills | Scale: Partnerships; Enterprise sales; International regs
689,Growth Marketer - Path Variant 5,Business & Entrepreneurship,Idea Validation: Pre-sales; Landing page smoke tests; Customer interviews | Financials: Unit economics; P&L basics; Cash runway | Legal & Ops: Capstone: Build a Growth Marketer portfolio project integrating core skills; Company formation; Hiring basics; Contracts basics | Marketing: Funnel design; Paid channels basics; Content strategy | Growth: Capstone: Build a Growth Marketer portfolio project integrating core skills; Lifecycle campaigns; Retention loops; Referral systems | Scale: Partnerships; Capstone: Build a Growth Marketer portfolio project integrating core skills; Enterprise sales; International regs
690,Growth Marketer - Path Variant 6,Business & Entrepreneurship,Idea Validation: Customer interviews; Pre-sales; Landing page smoke tests | Financials: Unit economics; P&L basics; Capstone: Build a Growth Marketer portfolio project integrating core skills; Cash runway | Legal & Ops: Contracts basics; Hiring basics; Company formation | Marketing: Content strategy; Paid channels basics; Funnel design | Growth: Referral systems; Lifecycle campaigns; Retention loops | Scale: Enterprise sales; International regs; Partnerships
691,Growth Marketer - Path Variant 7,Business & Entrepreneurship,Idea Validation: Customer interviews; Pre-sales; Landing page smoke tests | Financials: Cash runway; P&L basics; Unit economics | Legal & Ops: Contracts basics; Hiring basics; Company formation | Marketing: Paid channels basics; Capstone: Build a Growth Marketer portfolio project integrating core skills; Content strategy; Funnel design | Growth: Retention loops; Lifecycle campaigns; Referral systems | Scale: Enterprise sales; Partnerships; International regs
692,Growth Marketer - Path Variant 8,Business & Entrepreneurship,Idea Validation: Pre-sales; Landing page smoke tests; Customer interviews | Financials: P&L basics; Unit economics; Cash runway | Legal & Ops: Hiring basics; Contracts basics; Company formation | Marketing: Paid channels basics; Capstone: Build a Growth Marketer portfolio project integrating core skills; Content strategy; Funnel design | Growth: Lifecycle campaigns; Referral systems; Retention loops | Scale: International regs; Partnerships; Enterprise sales
693,Growth Marketer - Path Variant 9,Business & Entrepreneurship,Idea Validation: Landing page smoke tests; Pre-sales; Customer interviews | Financials: Cash runway; P&L basics; Unit economics | Legal & Ops: Contracts basics; Hiring basics; Company formation; Capstone: Build a Growth Marketer portfolio project integrating core skills | Marketing: Funnel design; Content strategy; Paid channels basics | Growth: Retention loops; Lifecycle campaigns; Referral systems | Scale: International regs; Partnerships; Enterprise sales
694,Growth Marketer - Path Variant 10,Business & Entrepreneurship,Idea Validation: Customer interviews; Landing page smoke tests; Pre-sales | Financials: Unit economics; Cash runway; P&L basics | Legal & Ops: Contracts basics; Hiring basics; Company formation; Capstone: Build a Growth Marketer portfolio project integrating core skills | Marketing: Funnel design; Content strategy; Paid channels basics | Growth: Lifecycle campaigns; Referral systems; Retention loops | Scale: International regs; Partnerships; Enterprise sales
695,Growth Marketer - Path Variant 11,Business & Entrepreneurship,Idea Validation: Landing page smoke tests; Pre-sales; Customer interviews; Capstone: Build a Growth Marketer portfolio project integrating core skills | Financials: Cash runway; Unit economics; P&L basics | Legal & Ops: Contracts basics; Company formation; Hiring basics | Marketing: Funnel design; Paid channels basics; Content strategy | Growth: Referral systems; Lifecycle campaigns; Retention loops | Scale: International regs; Partnerships; Enterprise sales
696,Growth Marketer - Path Variant 12,Business & Entrepreneurship,Idea Validation: Customer interviews; Landing page smoke tests; Pre-sales | Financials: P&L basics; Cash runway; Unit economics | Legal & Ops: Contracts basics; Hiring basics; Capstone: Build a Growth Marketer portfolio project integrating core skills; Company formation | Marketing: Paid channels basics; Content strategy; Funnel design | Growth: Retention loops; Lifecycle campaigns; Referral systems | Scale: International regs; Enterprise sales; Partnerships
697,BizOps - Path Variant 1,Business & Entrepreneurship,Idea Validation: Customer interviews; Capstone: Build a BizOps portfolio project integrating core skills; Landing page smoke tests; Pre-sales | Financials: P&L basics; Cash runway; Unit economics; Capstone: Build a BizOps portfolio project integrating core skills | Legal & Ops: Hiring basics; Company formation; Contracts basics | Marketing: Paid channels basics; Content strategy; Capstone: Build a BizOps portfolio project integrating core skills; Funnel design | Growth: Retention loops; Capstone: Build a BizOps portfolio project integrating core skills; Lifecycle campaigns; Referral systems | Scale: International regs; Partnerships; Enterprise sales; Capstone: Build a BizOps portfolio project integrating core skills
698,BizOps - Path Variant 2,Business & Entrepreneurship,Idea Validation: Customer interviews; Pre-sales; Landing page smoke tests | Financials: Cash runway; Unit economics; P&L basics | Legal & Ops: Company formation; Hiring basics; Contracts basics | Marketing: Content strategy; Paid channels basics; Funnel design | Growth: Lifecycle campaigns; Referral systems; Retention loops | Scale: International regs; Enterprise sales; Partnerships
699,BizOps - Path Variant 3,Business & Entrepreneurship,Idea Validation: Customer interviews; Landing page smoke tests; Pre-sales | Financials: P&L basics; Capstone: Build a BizOps portfolio project integrating core skills; Unit economics; Cash runway | Legal & Ops: Contracts basics; Hiring basics; Company formation | Marketing: Content strategy; Paid channels basics; Capstone: Build a BizOps portfolio project integrating core skills; Funnel design | Growth: Lifecycle campaigns; Referral systems; Retention loops | Scale: Partnerships; Enterprise sales; International regs
700,BizOps - Path Variant 4,Business & Entrepreneurship,Idea Validation: Pre-sales; Customer interviews; Landing page smoke tests | Financials: Cash runway; P&L basics; Capstone: Build a BizOps portfolio project integrating core skills; Unit economics | Legal & Ops: Hiring basics; Company formation; Contracts basics | Marketing: Paid channels basics; Content strategy; Funnel design | Growth: Retention loops; Lifecycle campaigns; Referral systems; Capstone: Build a BizOps portfolio project integrating core skills | Scale: International regs; Partnerships; Enterprise sales
701,BizOps - Path Variant 5,Business & Entrepreneurship,Idea Validation: Pre-sales; Customer interviews; Landing page smoke tests | Financials: Unit economics; Cash runway; P&L basics | Legal & Ops: Contracts basics; Hiring basics; Company formation | Marketing: Funnel design; Paid channels basics; Content strategy | Growth: Retention loops; Referral systems; Lifecycle campaigns | Scale: International regs; Enterprise sales; Partnerships
702,BizOps - Path Variant 6,Business & Entrepreneurship,Idea Validation: Capstone: Build a BizOps portfolio project integrating core skills; Customer interviews; Landing page smoke tests; Pre-sales | Financials: Cash runway; Unit economics; P&L basics | Legal & Ops: Contracts basics; Hiring basics; Company formation | Marketing: Content strategy; Paid channels basics; Funnel design | Growth: Retention loops; Referral systems; Lifecycle campaigns | Scale: International regs; Partnerships; Enterprise sales
703,BizOps - Path Variant 7,Business & Entrepreneurship,Idea Validation: Pre-sales; Customer interviews; Landing page smoke tests | Financials: Unit economics; Cash runway; P&L basics | Legal & Ops: Contracts basics; Company formation; Hiring basics | Marketing: Paid channels basics; Content strategy; Funnel design | Growth: Lifecycle campaigns; Retention loops; Referral systems | Scale: Partnerships; Enterprise sales; International regs
704,BizOps - Path Variant 8,Business & Entrepreneurship,Idea Validation: Pre-sales; Landing page smoke tests; Customer interviews | Financials: Unit economics; P&L basics; Cash runway | Legal & Ops: Company formation; Hiring basics; Contracts basics | Marketing: Paid channels basics; Funnel design; Content strategy | Growth: Lifecycle campaigns; Referral systems; Retention loops | Scale: International regs; Enterprise sales; Capstone: Build a BizOps portfolio project integrating core skills; Partnerships
705,BizOps - Path Variant 9,Business & Entrepreneurship,Idea Validation: Landing page smoke tests; Pre-sales; Customer interviews | Financials: P&L basics; Cash runway; Capstone: Build a BizOps portfolio project integrating core skills; Unit economics | Legal & Ops: Contracts basics; Hiring basics; Company formation | Marketing: Paid channels basics; Content strategy; Funnel design | Growth: Retention loops; Lifecycle campaigns; Capstone: Build a BizOps portfolio project integrating core skills; Referral systems | Scale: International regs; Enterprise sales; Partnerships
706,BizOps - Path Variant 10,Business & Entrepreneurship,Idea Validation: Landing page smoke tests; Pre-sales; Customer interviews | Financials: Capstone: Build a BizOps portfolio project integrating core skills; Unit economics; Cash runway; P&L basics | Legal & Ops: Contracts basics; Hiring basics; Capstone: Build a BizOps portfolio project integrating core skills; Company formation | Marketing: Content strategy; Paid channels basics; Funnel design | Growth: Lifecycle campaigns; Retention loops; Referral systems | Scale: Partnerships; International regs; Enterprise sales
707,BizOps - Path Variant 11,Business & Entrepreneurship,Idea Validation: Pre-sales; Customer interviews; Landing page smoke tests | Financials: Cash runway; Capstone: Build a BizOps portfolio project integrating core skills; Unit economics; P&L basics | Legal & Ops: Hiring basics; Contracts basics; Company formation | Marketing: Content strategy; Funnel design; Capstone: Build a BizOps portfolio project integrating core skills; Paid channels basics | Growth: Retention loops; Lifecycle campaigns; Referral systems | Scale: International regs; Partnerships; Enterprise sales
708,BizOps - Path Variant 12,Business & Entrepreneurship,Idea Validation: Customer interviews; Pre-sales; Landing page smoke tests | Financials: P&L basics; Cash runway; Unit economics | Legal & Ops: Contracts basics; Hiring basics; Company formation | Marketing: Content strategy; Funnel design; Paid channels basics | Growth: Referral systems; Capstone: Build a BizOps portfolio project integrating core skills; Lifecycle campaigns; Retention loops | Scale: Enterprise sales; Partnerships; International regs; Capstone: Build a BizOps portfolio project integrating core skills
709,Operator - Path Variant 1,Business & Entrepreneurship,Idea Validation: Customer interviews; Pre-sales; Landing page smoke tests | Financials: Cash runway; Unit economics; P&L basics | Legal & Ops: Company formation; Hiring basics; Contracts basics | Marketing: Content strategy; Funnel design; Capstone: Build a Operator portfolio project integrating core skills; Paid channels basics | Growth: Referral systems; Retention loops; Lifecycle campaigns | Scale: Partnerships; International regs; Enterprise sales
710,Operator - Path Variant 2,Business & Entrepreneurship,Idea Validation: Landing page smoke tests; Pre-sales; Customer interviews | Financials: Unit economics; P&L basics; Cash runway | Legal & Ops: Company formation; Hiring basics; Contracts basics | Marketing: Funnel design; Paid channels basics; Content strategy | Growth: Retention loops; Lifecycle campaigns; Referral systems | Scale: Enterprise sales; International regs; Partnerships
711,Operator - Path Variant 3,Business & Entrepreneurship,Idea Validation: Customer interviews; Pre-sales; Capstone: Build a Operator portfolio project integrating core skills; Landing page smoke tests | Financials: Cash runway; Capstone: Build a Operator portfolio project integrating core skills; Unit economics; P&L basics | Legal & Ops: Hiring basics; Contracts basics; Company formation | Marketing: Content strategy; Paid channels basics; Funnel design | Growth: Lifecycle campaigns; Referral systems; Retention loops | Scale: International regs; Enterprise sales; Partnerships
712,Operator - Path Variant 4,Business & Entrepreneurship,Idea Validation: Pre-sales; Landing page smoke tests; Customer interviews | Financials: Cash runway; Unit economics; P&L basics | Legal & Ops: Company formation; Hiring basics; Contracts basics | Marketing: Content strategy; Funnel design; Paid channels basics | Growth: Referral systems; Retention loops; Lifecycle campaigns | Scale: International regs; Enterprise sales; Partnerships
713,Operator - Path Variant 5,Business & Entrepreneurship,Idea Validation: Pre-sales; Customer interviews; Landing page smoke tests | Financials: P&L basics; Cash runway; Unit economics | Legal & Ops: Hiring basics; Contracts basics; Company formation | Marketing: Funnel design; Paid channels basics; Content strategy | Growth: Referral systems; Retention loops; Lifecycle campaigns | Scale: Enterprise sales; International regs; Partnerships
714,Operator - Path Variant 6,Business & Entrepreneurship,Idea Validation: Pre-sales; Customer interviews; Landing page smoke tests | Financials: Unit economics; Cash runway; P&L basics | Legal & Ops: Contracts basics; Hiring basics; Company formation | Marketing: Paid channels basics; Content strategy; Funnel design; Capstone: Build a Operator portfolio project integrating core skills | Growth: Lifecycle campaigns; Referral systems; Capstone: Build a Operator portfolio project integrating core skills; Retention loops | Scale: International regs; Enterprise sales; Partnerships
715,Operator - Path Variant 7,Business & Entrepreneurship,Idea Validation: Landing page smoke tests; Customer interviews; Capstone: Build a Operator portfolio project integrating core skills; Pre-sales | Financials: Cash runway; Unit economics; P&L basics | Legal & Ops: Company formation; Contracts basics; Hiring basics | Marketing: Paid channels basics; Content strategy; Funnel design | Growth: Lifecycle campaigns; Retention loops; Referral systems | Scale: Enterprise sales; Partnerships; International regs
716,Operator - Path Variant 8,Business & Entrepreneurship,Idea Validation: Pre-sales; Landing page smoke tests; Customer interviews | Financials: P&L basics; Unit economics; Cash runway | Legal & Ops: Capstone: Build a Operator portfolio project integrating core skills; Contracts basics; Company formation; Hiring basics | Marketing: Paid channels basics; Funnel design; Content strategy | Growth: Referral systems; Lifecycle campaigns; Retention loops | Scale: International regs; Partnerships; Enterprise sales
717,Operator - Path Variant 9,Business & Entrepreneurship,Idea Validation: Landing page smoke tests; Customer interviews; Pre-sales | Financials: Capstone: Build a Operator portfolio project integrating core skills; P&L basics; Unit economics; Cash runway | Legal & Ops: Hiring basics; Contracts basics; Company formation | Marketing: Paid channels basics; Content strategy; Funnel design | Growth: Retention loops; Referral systems; Lifecycle campaigns | Scale: International regs; Partnerships; Enterprise sales
718,Operator - Path Variant 10,Business & Entrepreneurship,Idea Validation: Pre-sales; Customer interviews; Landing page smoke tests | Financials: P&L basics; Unit economics; Cash runway | Legal & Ops: Hiring basics; Company formation; Contracts basics | Marketing: Content strategy; Funnel design; Paid channels basics | Growth: Referral systems; Lifecycle campaigns; Retention loops | Scale: Enterprise sales; International regs; Partnerships
719,Operator - Path Variant 11,Business & Entrepreneurship,Idea Validation: Customer interviews; Landing page smoke tests; Pre-sales | Financials: P&L basics; Unit economics; Cash runway; Capstone: Build a Operator portfolio project integrating core skills | Legal & Ops: Hiring basics; Company formation; Contracts basics | Marketing: Content strategy; Funnel design; Paid channels basics; Capstone: Build a Operator portfolio project integrating core skills | Growth: Referral systems; Retention loops; Lifecycle campaigns | Scale: International regs; Partnerships; Enterprise sales
720,Operator - Path Variant 12,Business & Entrepreneurship,Idea Validation: Customer interviews; Landing page smoke tests; Pre-sales | Financials: Cash runway; P&L basics; Unit economics | Legal & Ops: Hiring basics; Contracts basics; Company formation | Marketing: Funnel design; Content strategy; Capstone: Build a Operator portfolio project integrating core skills; Paid channels basics | Growth: Lifecycle campaigns; Referral systems; Retention loops | Scale: Enterprise sales; Partnerships; International regs
721,IP Attorney - Path Variant 1,Law (Intellectual Property),IP Basics: IP lifecycle; Types of IP; Territoriality | Patents Deep: Novelty search; Prosecution process; Drafting claims | Trademarks Deep: Search & clearance; Classification; Enforcement options | Copyright & Licensing: Capstone: Build a IP Attorney portfolio project integrating core skills; Creative commons; Licensing terms; Fair use | Enforcement: Cease & desist; Litigation basics; Alternative dispute resolution | Commercialization: Valuation; Technology transfer; Licensing deals
722,IP Attorney - Path Variant 2,Law (Intellectual Property),IP Basics: IP lifecycle; Types of IP; Territoriality | Patents Deep: Prosecution process; Novelty search; Drafting claims | Trademarks Deep: Enforcement options; Search & clearance; Classification | Copyright & Licensing: Licensing terms; Fair use; Creative commons | Enforcement: Cease & desist; Litigation basics; Alternative dispute resolution | Commercialization: Technology transfer; Valuation; Licensing deals
723,IP Attorney - Path Variant 3,Law (Intellectual Property),IP Basics: IP lifecycle; Types of IP; Territoriality | Patents Deep: Drafting claims; Novelty search; Prosecution process | Trademarks Deep: Enforcement options; Classification; Search & clearance | Copyright & Licensing: Licensing terms; Fair use; Creative commons | Enforcement: Litigation basics; Alternative dispute resolution; Cease & desist | Commercialization: Licensing deals; Technology transfer; Valuation
724,IP Attorney - Path Variant 4,Law (Intellectual Property),IP Basics: IP lifecycle; Types of IP; Territoriality | Patents Deep: Novelty search; Drafting claims; Prosecution process | Trademarks Deep: Search & clearance; Classification; Enforcement options | Copyright & Licensing: Licensing terms; Creative commons; Fair use; Capstone: Build a IP Attorney portfolio project integrating core skills | Enforcement: Alternative dispute resolution; Cease & desist; Litigation basics | Commercialization: Technology transfer; Licensing deals; Valuation
725,IP Attorney - Path Variant 5,Law (Intellectual Property),IP Basics: IP lifecycle; Capstone: Build a IP Attorney portfolio project integrating core skills; Territoriality; Types of IP | Patents Deep: Prosecution process; Drafting claims; Novelty search; Capstone: Build a IP Attorney portfolio project integrating core skills | Trademarks Deep: Enforcement options; Search & clearance; Classification | Copyright & Licensing: Creative commons; Fair use; Licensing terms | Enforcement: Capstone: Build a IP Attorney portfolio project integrating core skills; Alternative dispute resolution; Cease & desist; Litigation basics | Commercialization: Technology transfer; Valuation; Licensing deals
726,IP Attorney - Path Variant 6,Law (Intellectual Property),IP Basics: IP lifecycle; Types of IP; Territoriality | Patents Deep: Prosecution process; Novelty search; Capstone: Build a IP Attorney portfolio project integrating core skills; Drafting claims | Trademarks Deep: Enforcement options; Search & clearance; Classification | Copyright & Licensing: Creative commons; Licensing terms; Fair use | Enforcement: Cease & desist; Litigation basics; Alternative dispute resolution | Commercialization: Licensing deals; Valuation; Technology transfer
727,IP Attorney - Path Variant 7,Law (Intellectual Property),IP Basics: Types of IP; Territoriality; IP lifecycle | Patents Deep: Novelty search; Prosecution process; Drafting claims | Trademarks Deep: Enforcement options; Classification; Search & clearance | Copyright & Licensing: Fair use; Creative commons; Licensing terms | Enforcement: Alternative dispute resolution; Capstone: Build a IP Attorney portfolio project integrating core skills; Litigation basics; Cease & desist | Commercialization: Valuation; Licensing deals; Technology transfer
728,IP Attorney - Path Variant 8,Law (Intellectual Property),IP Basics: IP lifecycle; Types of IP; Territoriality | Patents Deep: Drafting claims; Prosecution process; Novelty search | Trademarks Deep: Classification; Enforcement options; Search & clearance | Copyright & Licensing: Creative commons; Fair use; Licensing terms | Enforcement: Litigation basics; Alternative dispute resolution; Cease & desist | Commercialization: Valuation; Technology transfer; Licensing deals
729,IP Attorney - Path Variant 9,Law (Intellectual Property),IP Basics: IP lifecycle; Types of IP; Territoriality | Patents Deep: Prosecution process; Drafting claims; Novelty search | Trademarks Deep: Enforcement options; Search & clearance; Capstone: Build a IP Attorney portfolio project integrating core skills; Classification | Copyright & Licensing: Capstone: Build a IP Attorney portfolio project integrating core skills; Licensing terms; Creative commons; Fair use | Enforcement: Cease & desist; Alternative dispute resolution; Litigation basics | Commercialization: Valuation; Technology transfer; Licensing deals
730,IP Attorney - Path Variant 10,Law (Intellectual Property),IP Basics: Territoriality; Types of IP; IP lifecycle | Patents Deep: Drafting claims; Novelty search; Prosecution process | Trademarks Deep: Search & clearance; Enforcement options; Classification | Copyright & Licensing: Capstone: Build a IP Attorney portfolio project integrating core skills; Licensing terms; Creative commons; Fair use | Enforcement: Capstone: Build a IP Attorney portfolio project integrating core skills; Litigation basics; Alternative dispute resolution; Cease & desist | Commercialization: Technology transfer; Valuation; Licensing deals
731,IP Attorney - Path Variant 11,Law (Intellectual Property),IP Basics: Capstone: Build a IP Attorney portfolio project integrating core skills; IP lifecycle; Types of IP; Territoriality | Patents Deep: Prosecution process; Novelty search; Drafting claims | Trademarks Deep: Classification; Search & clearance; Enforcement options | Copyright & Licensing: Fair use; Licensing terms; Creative commons | Enforcement: Alternative dispute resolution; Cease & desist; Litigation basics | Commercialization: Licensing deals; Technology transfer; Valuation
732,IP Attorney - Path Variant 12,Law (Intellectual Property),IP Basics: Territoriality; Types of IP; IP lifecycle | Patents Deep: Prosecution process; Novelty search; Drafting claims | Trademarks Deep: Search & clearance; Capstone: Build a IP Attorney portfolio project integrating core skills; Enforcement options; Classification | Copyright & Licensing: Creative commons; Fair use; Licensing terms | Enforcement: Cease & desist; Litigation basics; Capstone: Build a IP Attorney portfolio project integrating core skills; Alternative dispute resolution | Commercialization: Licensing deals; Technology transfer; Valuation
733,Patent Agent - Path Variant 1,Law (Intellectual Property),IP Basics: IP lifecycle; Territoriality; Types of IP | Patents Deep: Drafting claims; Prosecution process; Novelty search | Trademarks Deep: Enforcement options; Search & clearance; Classification | Copyright & Licensing: Creative commons; Fair use; Licensing terms | Enforcement: Litigation basics; Cease & desist; Alternative dispute resolution | Commercialization: Capstone: Build a Patent Agent portfolio project integrating core skills; Technology transfer; Valuation; Licensing deals
734,Patent Agent - Path Variant 2,Law (Intellectual Property),IP Basics: Territoriality; IP lifecycle; Types of IP | Patents Deep: Prosecution process; Drafting claims; Novelty search | Trademarks Deep: Search & clearance; Enforcement options; Classification | Copyright & Licensing: Licensing terms; Fair use; Creative commons | Enforcement: Cease & desist; Litigation basics; Alternative dispute resolution | Commercialization: Valuation; Licensing deals; Technology transfer; Capstone: Build a Patent Agent portfolio project integrating core skills
735,Patent Agent - Path Variant 3,Law (Intellectual Property),IP Basics: Territoriality; Types of IP; IP lifecycle | Patents Deep: Novelty search; Prosecution process; Drafting claims | Trademarks Deep: Search & clearance; Classification; Enforcement options | Copyright & Licensing: Licensing terms; Fair use; Creative commons | Enforcement: Litigation basics; Alternative dispute resolution; Cease & desist | Commercialization: Valuation; Technology transfer; Licensing deals
736,Patent Agent - Path Variant 4,Law (Intellectual Property),IP Basics: IP lifecycle; Types of IP; Territoriality | Patents Deep: Drafting claims; Novelty search; Prosecution process; Capstone: Build a Patent Agent portfolio project integrating core skills | Trademarks Deep: Classification; Enforcement options; Search & clearance | Copyright & Licensing: Licensing terms; Creative commons; Fair use | Enforcement: Alternative dispute resolution; Litigation basics; Cease & desist; Capstone: Build a Patent Agent portfolio project integrating core skills | Commercialization: Technology transfer; Licensing deals; Valuation
737,Patent Agent - Path Variant 5,Law (Intellectual Property),IP Basics: Capstone: Build a Patent Agent portfolio project integrating core skills; Types of IP; Territoriality; IP lifecycle | Patents Deep: Drafting claims; Novelty search; Capstone: Build a Patent Agent portfolio project integrating core skills; Prosecution process | Trademarks Deep: Classification; Search & clearance; Capstone: Build a Patent Agent portfolio project integrating core skills; Enforcement options | Copyright & Licensing: Creative commons; Fair use; Licensing terms | Enforcement: Alternative dispute resolution; Cease & desist; Litigation basics | Commercialization: Technology transfer; Licensing deals; Valuation
